factor,sample_index,factor_value,combo,rms_vibration_mm,rms_pointing_error_deg,peak_torque_nm,rms_torque_nm
modal_damping_scale,68,1.01067,fourth_standard_pd,0.0789187,0.0012899,16.7019,8.1193
modal_damping_scale,69,1.18001,s_curve_standard_pd,0.228569,0.0034912,18.673,7.72713
modal_damping_scale,69,1.18001,fourth_standard_pd,0.0795445,0.0012995,16.703,8.11928
modal_damping_scale,70,0.949945,s_curve_standard_pd,0.238008,0.00362928,18.6772,7.72715
modal_damping_scale,70,0.949945,fourth_standard_pd,0.0786967,0.00128644,16.7014,8.11931
modal_damping_scale,71,0.7547,s_curve_standard_pd,0.247086,0.00376143,18.6814,7.72716
modal_damping_scale,71,0.7547,fourth_standard_pd,0.0779916,0.00127534,16.6999,8.11934
modal_damping_scale,72,1.20222,s_curve_standard_pd,0.227719,0.00347871,18.6727,7.72713
modal_damping_scale,72,1.20222,fourth_standard_pd,0.079627,0.00130074,16.7031,8.11927
modal_damping_scale,73,1.26879,s_curve_standard_pd,0.225228,0.00344213,18.6716,7.72713
modal_damping_scale,73,1.26879,fourth_standard_pd,0.0798738,0.00130449,16.7035,8.11926
modal_damping_scale,74,0.86972,s_curve_standard_pd,0.241607,0.00368174,18.6789,7.72715
modal_damping_scale,74,0.86972,fourth_standard_pd,0.0784055,0.0012819,16.7008,8.11932
modal_damping_scale,75,0.723218,s_curve_standard_pd,0.248657,0.00378426,18.6821,7.72716
modal_damping_scale,75,0.723218,fourth_standard_pd,0.0778792,0.00127355,16.6996,8.11934
modal_damping_scale,76,0.849757,s_curve_standard_pd,0.242527,0.00369517,18.6793,7.72715
modal_damping_scale,76,0.849757,fourth_standard_pd,0.0783333,0.00128077,16.7007,8.11933
modal_damping_scale,77,0.73304,s_curve_standard_pd,0.248162,0.00377709,18.6818,7.72716
modal_damping_scale,77,0.73304,fourth_standard_pd,0.077914,0.00127411,16.6997,8.11934
modal_damping_scale,78,1.22913,s_curve_standard_pd,0.226701,0.00346378,18.6722,7.72713
modal_damping_scale,78,1.22913,fourth_standard_pd,0.0797265,0.00130226,16.7033,8.11927
modal_damping_scale,79,0.788811,s_curve_standard_pd,0.245418,0.00373718,18.6806,7.72716
modal_damping_scale,79,0.788811,fourth_standard_pd,0.0781174,0.00127732,16.7002,8.11933
modal_damping_scale,80,0.809363,s_curve_standard_pd,0.24443,0.00372284,18.6801,7.72715
modal_damping_scale,80,0.809363,fourth_standard_pd,0.0781903,0.0012785,16.7004,8.11933
modal_damping_scale,81,1.12519,s_curve_standard_pd,0.230707,0.00352256,18.674,7.72714
modal_damping_scale,81,1.12519,fourth_standard_pd,0.079341,0.00129639,16.7026,8.11928
modal_damping_scale,82,0.922237,s_curve_standard_pd,0.239232,0.00364714,18.6778,7.72715
modal_damping_scale,82,0.922237,fourth_standard_pd,0.0785956,0.00128486,16.7012,8.11931
modal_damping_scale,83,1.17538,s_curve_standard_pd,0.228747,0.00349381,18.6731,7.72713
modal_damping_scale,83,1.17538,fourth_standard_pd,0.0795275,0.00129924,16.7029,8.11928
modal_damping_scale,84,1.16761,s_curve_standard_pd,0.229047,0.00349821,18.6732,7.72713
modal_damping_scale,84,1.16761,fourth_standard_pd,0.0794984,0.00129881,16.7029,8.11928
modal_damping_scale,85,1.28446,s_curve_standard_pd,0.224654,0.0034337,18.6713,7.72713
modal_damping_scale,85,1.28446,fourth_standard_pd,0.0799314,0.00130536,16.7036,8.11926
modal_damping_scale,86,0.927484,s_curve_standard_pd,0.238999,0.00364372,18.6777,7.72715
modal_damping_scale,86,0.927484,fourth_standard_pd,0.0786145,0.00128516,16.7013,8.11931
modal_damping_scale,87,1.25136,s_curve_standard_pd,0.225873,0.0034516,18.6719,7.72713
modal_damping_scale,87,1.25136,fourth_standard_pd,0.0798088,0.00130351,16.7034,8.11927
modal_damping_scale,88,1.03808,s_curve_standard_pd,0.234246,0.00357432,18.6756,7.72714
modal_damping_scale,88,1.03808,fourth_standard_pd,0.0790215,0.00129146,16.7021,8.1193
modal_damping_scale,89,1.28432,s_curve_standard_pd,0.224659,0.00343377,18.6713,7.72713
modal_damping_scale,89,1.28432,fourth_standard_pd,0.0799309,0.00130535,16.7036,8.11926
modal_damping_scale,90,0.890427,s_curve_standard_pd,0.24066,0.00366796,18.6784,7.72715
modal_damping_scale,90,0.890427,fourth_standard_pd,0.0784799,0.00128307,16.701,8.11932
modal_damping_scale,91,1.068,s_curve_standard_pd,0.233012,0.00355628,18.675,7.72714
modal_damping_scale,91,1.068,fourth_standard_pd,0.07913,0.00129315,16.7023,8.11929
modal_damping_scale,92,1.23986,s_curve_standard_pd,0.226299,0.00345788,18.6721,7.72713
modal_damping_scale,92,1.23986,fourth_standard_pd,0.0797662,0.00130287,16.7033,8.11927
modal_damping_scale,93,0.845392,s_curve_standard_pd,0.24273,0.00369812,18.6794,7.72715
modal_damping_scale,93,0.845392,fourth_standard_pd,0.0783178,0.00128052,16.7006,8.11933
modal_damping_scale,94,1.28467,s_curve_standard_pd,0.224646,0.00343358,18.6713,7.72713
modal_damping_scale,94,1.28467,fourth_standard_pd,0.0799322,0.00130537,16.7036,8.11926
modal_damping_scale,95,0.714677,s_curve_standard_pd,0.249089,0.00379055,18.6823,7.72716
modal_damping_scale,95,0.714677,fourth_standard_pd,0.0778494,0.00127308,16.6996,8.11935
modal_damping_scale,96,0.916696,s_curve_standard_pd,0.23948,0.00365074,18.6779,7.72715
modal_damping_scale,96,0.916696,fourth_standard_pd,0.0785756,0.00128455,16.7012,8.11932
modal_damping_scale,97,1.0207,s_curve_standard_pd,0.234972,0.00358495,18.6759,7.72714
modal_damping_scale,97,1.0207,fourth_standard_pd,0.0789563,0.00129048,16.7019,8.1193
modal_damping_scale,98,0.950623,s_curve_standard_pd,0.237978,0.00362885,18.6772,7.72715
modal_damping_scale,98,0.950623,fourth_standard_pd,0.0786992,0.00128648,16.7014,8.11931
modal_damping_scale,99,0.983038,s_curve_standard_pd,0.236573,0.00360834,18.6766,7.72714
modal_damping_scale,99,0.983038,fourth_standard_pd,0.0788176,0.00128833,16.7017,8.11931
modal_damping_scale,100,1.23501,s_curve_standard_pd,0.22648,0.00346054,18.6721,7.72713
modal_damping_scale,100,1.23501,fourth_standard_pd,0.0797485,0.0013026,16.7033,8.11927
modal_damping_scale,101,0.860602,s_curve_standard_pd,0.242026,0.00368786,18.6791,7.72715
