factor,sample_index,factor_value,combo,rms_vibration_mm,rms_pointing_error_deg,peak_torque_nm,rms_torque_nm
inertia_scale,83,0.929006,s_curve_standard_pd,0.230776,0.00353904,17.8199,7.3717
inertia_scale,83,0.929006,fourth_standard_pd,0.0805308,0.00132377,15.94,7.74601
inertia_scale,84,0.910219,s_curve_standard_pd,0.229398,0.00352322,17.5932,7.27764
inertia_scale,84,0.910219,fourth_standard_pd,0.0809876,0.00133342,15.7384,7.64722
inertia_scale,85,0.827239,s_curve_standard_pd,0.223151,0.00345238,16.5914,6.86218
inertia_scale,85,0.827239,fourth_standard_pd,0.0831047,0.00137893,14.848,7.2109
inertia_scale,86,0.818583,s_curve_standard_pd,0.222483,0.0034449,16.4869,6.81884
inertia_scale,86,0.818583,fourth_standard_pd,0.0833353,0.00138397,14.7551,7.16539
inertia_scale,87,0.878149,s_curve_standard_pd,0.227015,0.00349607,17.2061,7.11707
inertia_scale,87,0.878149,fourth_standard_pd,0.0817861,0.00135043,15.3943,7.4786
inertia_scale,88,1.1624,s_curve_standard_pd,0.246708,0.0037257,20.6335,8.54021
inertia_scale,88,1.1624,fourth_standard_pd,0.07551,0.00122082,18.4445,8.9732
inertia_scale,89,1.27576,s_curve_standard_pd,0.253713,0.00380954,21.9993,9.1078
inertia_scale,89,1.27576,fourth_standard_pd,0.0734518,0.00118007,19.6614,9.56928
inertia_scale,90,1.13281,s_curve_standard_pd,0.244806,0.00370313,20.2771,8.39209
inertia_scale,90,1.13281,fourth_standard_pd,0.0760844,0.00123233,18.127,8.81763
inertia_scale,91,1.28013,s_curve_standard_pd,0.25397,0.00381262,22.052,9.12969
inertia_scale,91,1.28013,fourth_standard_pd,0.0733763,0.0011786,19.7083,9.59228
inertia_scale,92,1.11051,s_curve_standard_pd,0.243351,0.00368586,20.0083,8.28042
inertia_scale,92,1.11051,fourth_standard_pd,0.0765282,0.00124128,17.8876,8.70036
inertia_scale,93,0.864899,s_curve_standard_pd,0.22602,0.00348477,17.0461,7.05073
inertia_scale,93,0.864899,fourth_standard_pd,0.0821233,0.00135767,15.2522,7.40893
inertia_scale,94,0.803572,s_curve_standard_pd,0.221317,0.00343186,16.3056,6.74368
inertia_scale,94,0.803572,fourth_standard_pd,0.0837376,0.00139284,14.594,7.08646
inertia_scale,95,1.15162,s_curve_standard_pd,0.24602,0.00371752,20.5037,8.48627
inertia_scale,95,1.15162,fourth_standard_pd,0.0757168,0.00122496,18.3289,8.91655
inertia_scale,96,0.963708,s_curve_standard_pd,0.23328,0.00356793,18.2386,7.54544
inertia_scale,96,0.963708,fourth_standard_pd,0.0797096,0.00130653,16.3124,7.92848
