frequency_hz,method,psd_n2m2_per_hz
26.171875,fourth,1.338997e-12
26.220703,fourth,1.319497e-12
26.269531,fourth,2.181157e-12
26.318359,fourth,1.214685e-12
26.367188,fourth,1.561468e-12
26.416016,fourth,4.203703e-13
26.464844,fourth,1.726383e-12
26.513672,fourth,2.767206e-12
26.562500,fourth,4.242012e-12
26.611328,fourth,9.097917e-12
26.660156,fourth,7.082603e-12
26.708984,fourth,6.120379e-12
26.757813,fourth,1.363406e-12
26.806641,fourth,2.813015e-13
26.855469,fourth,7.810135e-13
26.904297,fourth,2.170655e-12
26.953125,fourth,4.442441e-12
27.001953,fourth,3.806410e-12
27.050781,fourth,2.324021e-12
27.099609,fourth,7.053128e-13
27.148438,fourth,1.248721e-13
27.197266,fourth,6.627728e-15
27.246094,fourth,3.491910e-15
27.294922,fourth,5.610976e-14
27.343750,fourth,3.219287e-13
27.392578,fourth,3.738587e-13
27.441406,fourth,6.635005e-13
27.490234,fourth,5.011166e-13
27.539063,fourth,6.005423e-13
27.587891,fourth,4.842070e-13
27.636719,fourth,5.628153e-13
27.685547,fourth,2.114777e-12
27.734375,fourth,2.029539e-12
27.783203,fourth,4.214921e-12
27.832031,fourth,4.584063e-12
27.880859,fourth,6.542726e-12
27.929688,fourth,2.256978e-12
27.978516,fourth,1.388871e-12
28.027344,fourth,2.282443e-13
28.076172,fourth,7.979818e-13
28.125000,fourth,3.651493e-12
28.173828,fourth,4.054667e-12
28.222656,fourth,5.687775e-12
28.271484,fourth,2.252085e-12
28.320313,fourth,1.074364e-12
28.369141,fourth,6.030684e-14
28.417969,fourth,1.028646e-14
28.466797,fourth,1.541367e-13
28.515625,fourth,7.436847e-14
28.564453,fourth,5.495275e-14
28.613281,fourth,8.156699e-14
28.662109,fourth,9.600438e-14
28.710938,fourth,1.423936e-13
28.759766,fourth,1.623315e-13
28.808594,fourth,1.164238e-13
28.857422,fourth,1.111875e-12
28.906250,fourth,1.200197e-12
28.955078,fourth,2.270212e-12
29.003906,fourth,2.397983e-12
29.052734,fourth,3.190936e-12
29.101563,fourth,3.205130e-12
29.150391,fourth,1.589607e-12
29.199219,fourth,6.354718e-13
29.248047,fourth,2.927719e-13
29.296875,fourth,1.675641e-12
29.345703,fourth,3.060464e-12
29.394531,fourth,5.376946e-12
29.443359,fourth,4.364256e-12
29.492188,fourth,3.252493e-12
29.541016,fourth,5.666151e-13
29.589844,fourth,9.710105e-14
29.638672,fourth,1.817212e-13
29.687500,fourth,3.460261e-13
29.736328,fourth,5.962489e-13
29.785156,fourth,2.865214e-13
29.833984,fourth,1.012816e-13
29.882813,fourth,9.645834e-15
29.931641,fourth,2.069854e-14
29.980469,fourth,1.222485e-14
30.029297,fourth,1.628435e-13
30.078125,fourth,6.859548e-13
30.126953,fourth,1.154169e-12
30.175781,fourth,1.397870e-12
30.224609,fourth,1.313602e-12
30.273438,fourth,2.056789e-12
30.322266,fourth,1.072495e-12
30.371094,fourth,1.109308e-12
30.419922,fourth,2.178090e-13
30.468750,fourth,9.670404e-13
30.517578,fourth,1.718260e-12
30.566406,fourth,2.782366e-12
30.615234,fourth,5.082276e-12
30.664063,fourth,3.777285e-12
30.712891,fourth,2.520488e-12
30.761719,fourth,5.353159e-13
30.810547,fourth,6.694832e-14
30.859375,fourth,3.519212e-13
30.908203,fourth,8.074333e-13
30.957031,fourth,1.307032e-12
31.005859,fourth,8.759671e-13
31.054688,fourth,3.745207e-13
31.103516,fourth,7.102459e-14
31.152344,fourth,7.836153e-15
31.201172,fourth,3.865459e-15
31.250000,fourth,1.179402e-13
31.298828,fourth,2.575043e-13
31.347656,fourth,7.879415e-13
31.396484,fourth,6.250162e-13
31.445313,fourth,8.900639e-13
31.494141,fourth,6.319724e-13
31.542969,fourth,6.806251e-13
31.591797,fourth,3.722469e-13
31.640625,fourth,4.445107e-13
31.689453,fourth,1.376179e-12
31.738281,fourth,1.335475e-12
31.787109,fourth,3.105280e-12
31.835938,fourth,3.036040e-12
31.884766,fourth,3.864638e-12
31.933594,fourth,1.126949e-12
31.982422,fourth,5.819134e-13
32.031250,fourth,1.299048e-13
32.080078,fourth,4.152485e-13
32.128906,fourth,1.690452e-12
32.177734,fourth,1.568751e-12
32.226563,fourth,1.838219e-12
32.275391,fourth,5.696562e-13
32.324219,fourth,2.009543e-13
32.373047,fourth,1.076150e-14
32.421875,fourth,1.394807e-15
32.470703,fourth,4.899744e-15
32.519531,fourth,1.299959e-13
32.568359,fourth,1.696536e-13
32.617188,fourth,3.590714e-13
32.666016,fourth,2.825944e-13
32.714844,fourth,2.439100e-13
32.763672,fourth,2.597361e-13
32.812500,fourth,1.314044e-13
32.861328,fourth,9.877706e-13
32.910156,fourth,9.236408e-13
32.958984,fourth,1.740343e-12
33.007813,fourth,1.905530e-12
33.056641,fourth,2.628782e-12
33.105469,fourth,2.049908e-12
33.154297,fourth,1.015514e-12
33.203125,fourth,2.565846e-13
33.251953,fourth,1.718256e-13
33.300781,fourth,1.011265e-12
33.349609,fourth,1.621817e-12
33.398438,fourth,2.662668e-12
33.447266,fourth,1.693609e-12
33.496094,fourth,1.134059e-12
33.544922,fourth,1.361710e-13
33.593750,fourth,1.721602e-14
33.642578,fourth,3.430300e-14
33.691406,fourth,5.025301e-14
33.740234,fourth,2.190397e-14
33.789063,fourth,5.320980e-14
33.837891,fourth,4.612584e-14
33.886719,fourth,6.865481e-14
33.935547,fourth,8.993148e-14
33.984375,fourth,3.873718e-14
34.033203,fourth,2.702410e-13
34.082031,fourth,7.605536e-13
34.130859,fourth,1.122773e-12
34.179688,fourth,1.260319e-12
34.228516,fourth,1.226237e-12
34.277344,fourth,1.837490e-12
34.326172,fourth,9.126334e-13
34.375000,fourth,7.301338e-13
34.423828,fourth,1.136731e-13
34.472656,fourth,5.462471e-13
34.521484,fourth,1.149987e-12
34.570313,fourth,1.830347e-12
34.619141,fourth,2.779343e-12
34.667969,fourth,1.942933e-12
34.716797,fourth,9.715791e-13
34.765625,fourth,1.952967e-13
34.814453,fourth,1.964020e-14
34.863281,fourth,1.277151e-13
34.912109,fourth,2.033711e-13
34.960938,fourth,2.617532e-13
35.009766,fourth,7.581722e-14
35.058594,fourth,2.555885e-14
35.107422,fourth,4.557442e-15
35.156250,fourth,6.446519e-15
35.205078,fourth,1.476620e-14
35.253906,fourth,3.010000e-13
35.302734,fourth,4.546254e-13
35.351563,fourth,1.024415e-12
35.400391,fourth,6.976353e-13
35.449219,fourth,9.921149e-13
35.498047,fourth,6.678292e-13
35.546875,fourth,6.954503e-13
35.595703,fourth,2.501743e-13
35.644531,fourth,3.396612e-13
35.693359,fourth,8.929959e-13
35.742188,fourth,9.323470e-13
35.791016,fourth,2.313276e-12
35.839844,fourth,1.974651e-12
35.888672,fourth,2.209559e-12
35.937500,fourth,5.486398e-13
35.986328,fourth,2.193230e-13
36.035156,fourth,7.934259e-14
36.083984,fourth,2.039109e-13
36.132813,fourth,6.655631e-13
36.181641,fourth,4.770227e-13
36.230469,fourth,4.453026e-13
36.279297,fourth,7.631053e-14
36.328125,fourth,1.861287e-14
36.376953,fourth,5.975303e-16
36.425781,fourth,2.581201e-14
36.474609,fourth,8.938324e-14
36.523438,fourth,4.284979e-13
36.572266,fourth,4.118529e-13
36.621094,fourth,5.800858e-13
36.669922,fourth,4.054464e-13
36.718750,fourth,3.334630e-13
36.767578,fourth,3.041618e-13
36.816406,fourth,1.350640e-13
36.865234,fourth,7.980216e-13
36.914063,fourth,6.972924e-13
36.962891,fourth,1.351709e-12
37.011719,fourth,1.528978e-12
37.060547,fourth,2.105445e-12
37.109375,fourth,1.257013e-12
37.158203,fourth,6.228472e-13
37.207031,fourth,8.930185e-14
37.255859,fourth,1.070582e-13
37.304688,fourth,5.910434e-13
37.353516,fourth,8.010527e-13
37.402344,fourth,1.152261e-12
37.451172,fourth,5.582282e-13
37.500000,fourth,3.124016e-13
37.548828,fourth,2.240532e-14
37.597656,fourth,2.926786e-15
37.646484,fourth,7.881248e-16
37.695313,fourth,3.529197e-14
37.744141,fourth,1.085697e-13
37.792969,fourth,2.342543e-13
37.841797,fourth,2.146749e-13
37.890625,fourth,1.570620e-13
37.939453,fourth,1.635848e-13
37.988281,fourth,6.064292e-14
38.037109,fourth,3.527806e-13
38.085938,fourth,7.052406e-13
38.134766,fourth,9.874174e-13
38.183594,fourth,1.111207e-12
38.232422,fourth,1.135576e-12
38.281250,fourth,1.573161e-12
38.330078,fourth,7.460215e-13
38.378906,fourth,4.445702e-13
38.427734,fourth,6.097632e-14
38.476563,fourth,3.213626e-13
38.525391,fourth,7.688276e-13
38.574219,fourth,1.145143e-12
38.623047,fourth,1.415837e-12
38.671875,fourth,8.948174e-13
38.720703,fourth,3.266992e-13
38.769531,fourth,5.793690e-14
38.818359,fourth,5.535428e-15
38.867188,fourth,2.423436e-14
38.916016,fourth,1.136242e-14
38.964844,fourth,2.748026e-14
39.013672,fourth,4.091553e-14
39.062500,fourth,5.263797e-14
39.111328,fourth,5.790994e-14
39.160156,fourth,2.772758e-14
39.208984,fourth,4.168017e-14
39.257813,fourth,4.513984e-13
39.306641,fourth,5.774236e-13
39.355469,fourth,1.060914e-12
39.404297,fourth,6.907429e-13
39.453125,fourth,1.054946e-12
39.501953,fourth,6.510909e-13
39.550781,fourth,6.550249e-13
39.599609,fourth,1.493222e-13
39.648438,fourth,2.484047e-13
39.697266,fourth,5.925626e-13
39.746094,fourth,6.841506e-13
39.794922,fourth,1.658230e-12
39.843750,fourth,1.227171e-12
39.892578,fourth,1.174746e-12
39.941406,fourth,2.458771e-13
39.990234,fourth,6.998834e-14
40.039063,fourth,3.981488e-14
40.087891,fourth,7.286559e-14
40.136719,fourth,1.704333e-13
40.185547,fourth,6.949250e-14
40.234375,fourth,4.307698e-14
40.283203,fourth,4.146657e-15
40.332031,fourth,3.966914e-15
40.380859,fourth,1.286096e-15
40.429688,fourth,8.839943e-14
40.478516,fourth,2.299064e-13
40.527344,fourth,7.180839e-13
40.576172,fourth,5.655943e-13
40.625000,fourth,6.974377e-13
40.673828,fourth,4.886912e-13
40.722656,fourth,4.177702e-13
40.771484,fourth,3.005135e-13
40.820313,fourth,1.309492e-13
40.869141,fourth,6.061969e-13
40.917969,fourth,5.315987e-13
40.966797,fourth,1.083961e-12
41.015625,fourth,1.211275e-12
41.064453,fourth,1.594001e-12
41.113281,fourth,7.307756e-13
41.162109,fourth,3.518616e-13
41.210938,fourth,2.656395e-14
41.259766,fourth,6.239017e-14
41.308594,fourth,2.965863e-13
41.357422,fourth,3.230138e-13
41.406250,fourth,3.623860e-13
41.455078,fourth,1.195133e-13
41.503906,fourth,4.285877e-14
41.552734,fourth,1.091489e-15
41.601563,fourth,3.004060e-15
41.650391,fourth,4.393163e-14
41.699219,fourth,1.641838e-13
41.748047,fourth,3.759413e-13
41.796875,fourth,4.595520e-13
41.845703,fourth,3.660084e-13
41.894531,fourth,2.291497e-13
41.943359,fourth,2.390721e-13
41.992188,fourth,7.188732e-14
42.041016,fourth,3.991321e-13
42.089844,fourth,5.944075e-13
42.138672,fourth,8.331560e-13
42.187500,fourth,9.917860e-13
42.236328,fourth,1.053978e-12
42.285156,fourth,1.277824e-12
42.333984,fourth,5.782954e-13
42.382813,fourth,2.464042e-13
42.431641,fourth,3.419795e-14
42.480469,fourth,1.973902e-13
42.529297,fourth,4.738346e-13
42.578125,fourth,6.283896e-13
42.626953,fourth,6.168868e-13
42.675781,fourth,3.212715e-13
42.724609,fourth,8.264047e-14
42.773438,fourth,1.033868e-14
42.822266,fourth,4.583211e-16
42.871094,fourth,5.775240e-15
42.919922,fourth,7.370165e-14
42.968750,fourth,1.212986e-13
43.017578,fourth,2.480468e-13
43.066406,fourth,1.414804e-13
43.115234,fourth,1.312078e-13
43.164063,fourth,5.322391e-14
43.212891,fourth,8.572555e-14
43.261719,fourth,5.400699e-13
43.310547,fourth,6.351986e-13
43.359375,fourth,9.932620e-13
43.408203,fourth,6.719231e-13
43.457031,fourth,1.096180e-12
43.505859,fourth,6.071690e-13
43.554688,fourth,5.675664e-13
43.603516,fourth,7.932599e-14
43.652344,fourth,1.701691e-13
43.701172,fourth,4.065122e-13
43.750000,fourth,5.013562e-13
43.798828,fourth,1.087904e-12
43.847656,fourth,6.912489e-13
43.896484,fourth,5.442624e-13
43.945313,fourth,9.117595e-14
43.994141,fourth,1.749109e-14
44.042969,fourth,1.081064e-14
44.091797,fourth,8.083614e-15
44.140625,fourth,1.067826e-14
44.189453,fourth,3.883486e-14
44.238281,fourth,3.544235e-14
44.287109,fourth,7.098698e-14
44.335938,fourth,2.504584e-14
44.384766,fourth,6.188654e-15
44.433594,fourth,1.878311e-13
44.482422,fourth,3.616109e-13
44.531250,fourth,9.296359e-13
44.580078,fourth,6.353873e-13
44.628906,fourth,7.602271e-13
44.677734,fourth,5.572232e-13
44.726563,fourth,4.925002e-13
44.775391,fourth,2.626733e-13
44.824219,fourth,1.194387e-13
44.873047,fourth,4.418293e-13
44.921875,fourth,4.095800e-13
44.970703,fourth,8.856702e-13
45.019531,fourth,9.142889e-13
45.068359,fourth,1.104698e-12
45.117188,fourth,3.915345e-13
45.166016,fourth,1.722061e-13
45.214844,fourth,7.902151e-15
45.263672,fourth,2.811027e-14
45.312500,fourth,9.728600e-14
45.361328,fourth,7.536791e-14
45.410156,fourth,4.149259e-14
45.458984,fourth,1.287894e-14
45.507813,fourth,2.787620e-15
45.556641,fourth,3.712127e-15
45.605469,fourth,1.445648e-14
45.654297,fourth,1.382049e-13
45.703125,fourth,3.825761e-13
45.751953,fourth,6.373979e-13
45.800781,fourth,6.438505e-13
45.849609,fourth,4.807582e-13
45.898438,fourth,2.959039e-13
45.947266,fourth,3.128579e-13
45.996094,fourth,7.530827e-14
46.044922,fourth,4.048662e-13
46.093750,fourth,4.761964e-13
46.142578,fourth,6.962628e-13
46.191406,fourth,8.901165e-13
46.240234,fourth,9.633140e-13
46.289063,fourth,9.659489e-13
46.337891,fourth,4.158554e-13
46.386719,fourth,1.201679e-13
46.435547,fourth,1.995858e-14
46.484375,fourth,1.147906e-13
46.533203,fourth,2.407048e-13
46.582031,fourth,2.527455e-13
46.630859,fourth,1.883039e-13
46.679688,fourth,5.774906e-14
46.728516,fourth,9.894390e-15
46.777344,fourth,3.797116e-16
46.826172,fourth,1.414705e-14
46.875000,fourth,5.734857e-14
46.923828,fourth,3.083943e-13
46.972656,fourth,3.478024e-13
47.021484,fourth,4.903392e-13
47.070313,fourth,2.282925e-13
47.119141,fourth,2.128710e-13
47.167969,fourth,7.852642e-14
47.216797,fourth,1.430469e-13
47.265625,fourth,5.679098e-13
47.314453,fourth,6.424832e-13
47.363281,fourth,8.983289e-13
47.412109,fourth,6.627154e-13
47.460938,fourth,1.102910e-12
47.509766,fourth,5.461380e-13
47.558594,fourth,4.471459e-13
47.607422,fourth,3.770807e-14
47.656250,fourth,1.065592e-13
47.705078,fourth,2.791110e-13
47.753906,fourth,3.336332e-13
47.802734,fourth,6.065712e-13
47.851563,fourth,3.128969e-13
47.900391,fourth,1.913961e-13
47.949219,fourth,2.071972e-14
47.998047,fourth,3.482421e-15
48.046875,fourth,3.926822e-16
48.095703,fourth,3.286817e-14
48.144531,fourth,7.832991e-14
48.193359,fourth,2.422338e-13
48.242188,fourth,1.676438e-13
48.291016,fourth,1.717827e-13
48.339844,fourth,5.879984e-14
48.388672,fourth,1.630437e-14
48.437500,fourth,3.134456e-13
48.486328,fourth,4.664664e-13
48.535156,fourth,1.053966e-12
48.583984,fourth,6.574104e-13
48.632813,fourth,8.184873e-13
48.681641,fourth,6.121166e-13
48.730469,fourth,5.471085e-13
48.779297,fourth,2.056966e-13
48.828125,fourth,1.013451e-13
48.876953,fourth,3.125425e-13
48.925781,fourth,3.134271e-13
48.974609,fourth,7.014059e-13
49.023438,fourth,6.237565e-13
49.072266,fourth,6.648999e-13
49.121094,fourth,1.798250e-13
49.169922,fourth,6.521554e-14
49.218750,fourth,2.312451e-15
49.267578,fourth,5.796300e-15
49.316406,fourth,4.662678e-15
49.365234,fourth,2.563207e-14
49.414063,fourth,3.766264e-14
49.462891,fourth,7.691325e-14
49.511719,fourth,4.669791e-14
49.560547,fourth,1.093344e-14
49.609375,fourth,4.844274e-14
49.658203,fourth,2.661765e-13
49.707031,fourth,6.589261e-13
49.755859,fourth,8.331494e-13
49.804688,fourth,7.818678e-13
49.853516,fourth,5.829076e-13
49.902344,fourth,3.750176e-13
49.951172,fourth,3.728084e-13
50.000000,fourth,3.786527e-14
