frequency_hz,method,controller,psd_n2m2_per_hz
11.572266,fourth,filtered_pd,1.647391e-10
11.621094,fourth,filtered_pd,1.124859e-10
11.669922,fourth,filtered_pd,1.935673e-10
11.718750,fourth,filtered_pd,2.133185e-10
11.767578,fourth,filtered_pd,1.899354e-10
11.816406,fourth,filtered_pd,4.645651e-10
11.865234,fourth,filtered_pd,5.101742e-10
11.914063,fourth,filtered_pd,2.983410e-10
11.962891,fourth,filtered_pd,9.507148e-11
12.011719,fourth,filtered_pd,7.837898e-11
12.060547,fourth,filtered_pd,1.217289e-10
12.109375,fourth,filtered_pd,6.199383e-11
12.158203,fourth,filtered_pd,6.460094e-11
12.207031,fourth,filtered_pd,3.870694e-11
12.255859,fourth,filtered_pd,1.378073e-11
12.304688,fourth,filtered_pd,4.002616e-11
12.353516,fourth,filtered_pd,3.477585e-11
12.402344,fourth,filtered_pd,4.300545e-11
12.451172,fourth,filtered_pd,1.011131e-10
12.500000,fourth,filtered_pd,7.924568e-11
12.548828,fourth,filtered_pd,8.742145e-11
12.597656,fourth,filtered_pd,2.086422e-10
12.646484,fourth,filtered_pd,2.376810e-10
12.695313,fourth,filtered_pd,2.107423e-10
12.744141,fourth,filtered_pd,2.389740e-10
12.792969,fourth,filtered_pd,2.774784e-10
12.841797,fourth,filtered_pd,1.816954e-10
12.890625,fourth,filtered_pd,1.101317e-10
12.939453,fourth,filtered_pd,1.635758e-10
12.988281,fourth,filtered_pd,1.498383e-10
13.037109,fourth,filtered_pd,9.951749e-11
13.085938,fourth,filtered_pd,1.488294e-10
13.134766,fourth,filtered_pd,2.082705e-10
13.183594,fourth,filtered_pd,1.310736e-10
13.232422,fourth,filtered_pd,4.306479e-11
13.281250,fourth,filtered_pd,2.406701e-11
13.330078,fourth,filtered_pd,1.906547e-11
13.378906,fourth,filtered_pd,2.923949e-11
13.427734,fourth,filtered_pd,6.101142e-11
13.476563,fourth,filtered_pd,6.196744e-11
13.525391,fourth,filtered_pd,5.645216e-11
13.574219,fourth,filtered_pd,1.299998e-10
13.623047,fourth,filtered_pd,1.549173e-10
13.671875,fourth,filtered_pd,6.629011e-11
13.720703,fourth,filtered_pd,3.645645e-11
13.769531,fourth,filtered_pd,1.135234e-10
13.818359,fourth,filtered_pd,9.861708e-11
13.867188,fourth,filtered_pd,5.203246e-11
13.916016,fourth,filtered_pd,6.207339e-11
13.964844,fourth,filtered_pd,1.575271e-10
14.013672,fourth,filtered_pd,2.487625e-10
14.062500,fourth,filtered_pd,1.921188e-10
14.111328,fourth,filtered_pd,1.849929e-10
14.160156,fourth,filtered_pd,1.605779e-10
14.208984,fourth,filtered_pd,1.216390e-10
14.257813,fourth,filtered_pd,9.261476e-11
14.306641,fourth,filtered_pd,7.446907e-11
14.355469,fourth,filtered_pd,1.214970e-10
14.404297,fourth,filtered_pd,8.539596e-11
14.453125,fourth,filtered_pd,2.191125e-10
14.501953,fourth,filtered_pd,3.874683e-10
14.550781,fourth,filtered_pd,2.821251e-10
14.599609,fourth,filtered_pd,1.053544e-10
14.648438,fourth,filtered_pd,1.415569e-11
14.697266,fourth,filtered_pd,4.598190e-11
14.746094,fourth,filtered_pd,8.690532e-11
14.794922,fourth,filtered_pd,6.353071e-11
14.843750,fourth,filtered_pd,1.956712e-11
14.892578,fourth,filtered_pd,6.379292e-11
14.941406,fourth,filtered_pd,1.119676e-10
14.990234,fourth,filtered_pd,6.961752e-11
15.039063,fourth,filtered_pd,3.837851e-11
15.087891,fourth,filtered_pd,1.601365e-10
15.136719,fourth,filtered_pd,2.131909e-10
15.185547,fourth,filtered_pd,1.259181e-10
15.234375,fourth,filtered_pd,2.240648e-10
15.283203,fourth,filtered_pd,1.999726e-10
15.332031,fourth,filtered_pd,6.523853e-11
15.380859,fourth,filtered_pd,9.000866e-11
15.429688,fourth,filtered_pd,1.958846e-10
15.478516,fourth,filtered_pd,2.664600e-10
15.527344,fourth,filtered_pd,1.601543e-10
15.576172,fourth,filtered_pd,1.413516e-10
15.625000,fourth,filtered_pd,1.635221e-10
15.673828,fourth,filtered_pd,1.210504e-10
15.722656,fourth,filtered_pd,9.464526e-11
15.771484,fourth,filtered_pd,7.961162e-11
15.820313,fourth,filtered_pd,1.954103e-10
15.869141,fourth,filtered_pd,2.157559e-10
15.917969,fourth,filtered_pd,9.780165e-11
15.966797,fourth,filtered_pd,8.263605e-11
16.015625,fourth,filtered_pd,9.800304e-11
16.064453,fourth,filtered_pd,3.811574e-11
16.113281,fourth,filtered_pd,3.942669e-11
16.162109,fourth,filtered_pd,7.591583e-11
16.210938,fourth,filtered_pd,3.790344e-11
16.259766,fourth,filtered_pd,5.069571e-12
16.308594,fourth,filtered_pd,2.830987e-11
16.357422,fourth,filtered_pd,7.252795e-11
16.406250,fourth,filtered_pd,4.239298e-11
16.455078,fourth,filtered_pd,3.028700e-11
16.503906,fourth,filtered_pd,5.935706e-11
16.552734,fourth,filtered_pd,1.787135e-10
16.601563,fourth,filtered_pd,3.422119e-10
16.650391,fourth,filtered_pd,2.546682e-10
16.699219,fourth,filtered_pd,8.771958e-11
16.748047,fourth,filtered_pd,2.762173e-11
16.796875,fourth,filtered_pd,1.230776e-11
16.845703,fourth,filtered_pd,2.463289e-11
16.894531,fourth,filtered_pd,6.594849e-11
16.943359,fourth,filtered_pd,1.068634e-10
16.992188,fourth,filtered_pd,7.513993e-11
17.041016,fourth,filtered_pd,6.346961e-11
17.089844,fourth,filtered_pd,9.167672e-11
17.138672,fourth,filtered_pd,7.943849e-11
17.187500,fourth,filtered_pd,5.001077e-11
17.236328,fourth,filtered_pd,3.427461e-11
17.285156,fourth,filtered_pd,3.009905e-11
17.333984,fourth,filtered_pd,2.846712e-11
17.382813,fourth,filtered_pd,2.739690e-11
17.431641,fourth,filtered_pd,4.520120e-11
17.480469,fourth,filtered_pd,7.613111e-11
17.529297,fourth,filtered_pd,8.076270e-11
17.578125,fourth,filtered_pd,5.730127e-11
17.626953,fourth,filtered_pd,2.369897e-11
17.675781,fourth,filtered_pd,1.090978e-11
17.724609,fourth,filtered_pd,3.828531e-11
17.773438,fourth,filtered_pd,9.139884e-11
17.822266,fourth,filtered_pd,7.689034e-11
17.871094,fourth,filtered_pd,6.658666e-11
17.919922,fourth,filtered_pd,1.015365e-10
17.968750,fourth,filtered_pd,8.334044e-11
18.017578,fourth,filtered_pd,5.670905e-11
18.066406,fourth,filtered_pd,5.035682e-11
18.115234,fourth,filtered_pd,1.001926e-10
18.164063,fourth,filtered_pd,1.167028e-10
18.212891,fourth,filtered_pd,5.571337e-11
18.261719,fourth,filtered_pd,3.763757e-11
18.310547,fourth,filtered_pd,6.752042e-11
18.359375,fourth,filtered_pd,9.354514e-11
18.408203,fourth,filtered_pd,8.230204e-11
18.457031,fourth,filtered_pd,1.191939e-10
18.505859,fourth,filtered_pd,1.627721e-10
18.554688,fourth,filtered_pd,1.036049e-10
18.603516,fourth,filtered_pd,4.070857e-11
18.652344,fourth,filtered_pd,6.627678e-11
18.701172,fourth,filtered_pd,6.121278e-11
18.750000,fourth,filtered_pd,3.906808e-11
18.798828,fourth,filtered_pd,5.647147e-11
18.847656,fourth,filtered_pd,3.212223e-11
18.896484,fourth,filtered_pd,5.372972e-11
18.945313,fourth,filtered_pd,5.543963e-11
18.994141,fourth,filtered_pd,4.483448e-11
19.042969,fourth,filtered_pd,5.867927e-11
19.091797,fourth,filtered_pd,3.371198e-11
19.140625,fourth,filtered_pd,3.818298e-11
19.189453,fourth,filtered_pd,1.064426e-10
19.238281,fourth,filtered_pd,3.006575e-10
19.287109,fourth,filtered_pd,2.950743e-10
19.335938,fourth,filtered_pd,8.719998e-11
19.384766,fourth,filtered_pd,3.748771e-11
19.433594,fourth,filtered_pd,2.683056e-11
19.482422,fourth,filtered_pd,1.407700e-11
19.531250,fourth,filtered_pd,4.199658e-11
19.580078,fourth,filtered_pd,1.132177e-10
19.628906,fourth,filtered_pd,1.779718e-10
19.677734,fourth,filtered_pd,1.782206e-10
19.726563,fourth,filtered_pd,1.122489e-10
19.775391,fourth,filtered_pd,2.716668e-11
19.824219,fourth,filtered_pd,2.463968e-12
19.873047,fourth,filtered_pd,1.326449e-11
19.921875,fourth,filtered_pd,4.159393e-11
19.970703,fourth,filtered_pd,8.777765e-11
20.019531,fourth,filtered_pd,1.025690e-10
20.068359,fourth,filtered_pd,4.681589e-11
20.117188,fourth,filtered_pd,1.115740e-10
20.166016,fourth,filtered_pd,1.863513e-10
20.214844,fourth,filtered_pd,7.580419e-11
20.263672,fourth,filtered_pd,2.230572e-11
20.312500,fourth,filtered_pd,4.330945e-11
20.361328,fourth,filtered_pd,7.919579e-11
20.410156,fourth,filtered_pd,6.568133e-11
20.458984,fourth,filtered_pd,2.154400e-11
20.507813,fourth,filtered_pd,3.262124e-11
20.556641,fourth,filtered_pd,7.284443e-11
20.605469,fourth,filtered_pd,1.346326e-10
20.654297,fourth,filtered_pd,9.465660e-11
20.703125,fourth,filtered_pd,5.019253e-11
20.751953,fourth,filtered_pd,6.810526e-11
20.800781,fourth,filtered_pd,3.453255e-11
20.849609,fourth,filtered_pd,8.069544e-12
20.898438,fourth,filtered_pd,8.306115e-12
20.947266,fourth,filtered_pd,9.240650e-12
20.996094,fourth,filtered_pd,6.521337e-11
21.044922,fourth,filtered_pd,1.541153e-10
21.093750,fourth,filtered_pd,1.495873e-10
21.142578,fourth,filtered_pd,7.508125e-11
21.191406,fourth,filtered_pd,2.526278e-11
21.240234,fourth,filtered_pd,1.417586e-11
21.289063,fourth,filtered_pd,1.331776e-11
21.337891,fourth,filtered_pd,9.163945e-12
21.386719,fourth,filtered_pd,1.198607e-11
21.435547,fourth,filtered_pd,3.267177e-11
21.484375,fourth,filtered_pd,8.355156e-11
21.533203,fourth,filtered_pd,9.009242e-11
21.582031,fourth,filtered_pd,5.362770e-11
21.630859,fourth,filtered_pd,3.222607e-11
21.679688,fourth,filtered_pd,1.857454e-11
21.728516,fourth,filtered_pd,9.935567e-12
21.777344,fourth,filtered_pd,7.460005e-12
21.826172,fourth,filtered_pd,1.450255e-11
21.875000,fourth,filtered_pd,4.734112e-11
21.923828,fourth,filtered_pd,8.620276e-11
21.972656,fourth,filtered_pd,6.925139e-11
22.021484,fourth,filtered_pd,2.413330e-11
22.070313,fourth,filtered_pd,5.017031e-12
22.119141,fourth,filtered_pd,3.151923e-12
22.167969,fourth,filtered_pd,6.181468e-12
22.216797,fourth,filtered_pd,1.861988e-11
22.265625,fourth,filtered_pd,6.907435e-11
22.314453,fourth,filtered_pd,1.456633e-10
22.363281,fourth,filtered_pd,1.446711e-10
22.412109,fourth,filtered_pd,6.201370e-11
22.460938,fourth,filtered_pd,1.716807e-11
22.509766,fourth,filtered_pd,8.459340e-12
22.558594,fourth,filtered_pd,1.335238e-11
22.607422,fourth,filtered_pd,2.857846e-11
22.656250,fourth,filtered_pd,5.605386e-11
22.705078,fourth,filtered_pd,5.288895e-11
22.753906,fourth,filtered_pd,4.251350e-11
22.802734,fourth,filtered_pd,9.099914e-11
22.851563,fourth,filtered_pd,6.517246e-11
22.900391,fourth,filtered_pd,2.500470e-11
22.949219,fourth,filtered_pd,2.853662e-11
22.998047,fourth,filtered_pd,4.119979e-11
23.046875,fourth,filtered_pd,7.528101e-11
23.095703,fourth,filtered_pd,3.922813e-11
23.144531,fourth,filtered_pd,1.152741e-11
23.193359,fourth,filtered_pd,6.224822e-11
23.242188,fourth,filtered_pd,1.148927e-10
23.291016,fourth,filtered_pd,8.194521e-11
23.339844,fourth,filtered_pd,3.187646e-11
23.388672,fourth,filtered_pd,6.105402e-11
23.437500,fourth,filtered_pd,5.833242e-11
23.486328,fourth,filtered_pd,1.090599e-11
23.535156,fourth,filtered_pd,6.686694e-12
23.583984,fourth,filtered_pd,2.035705e-11
23.632813,fourth,filtered_pd,5.731568e-11
23.681641,fourth,filtered_pd,1.533167e-10
23.730469,fourth,filtered_pd,1.543867e-10
23.779297,fourth,filtered_pd,9.237347e-11
23.828125,fourth,filtered_pd,6.328316e-11
23.876953,fourth,filtered_pd,2.337186e-11
23.925781,fourth,filtered_pd,3.672344e-11
23.974609,fourth,filtered_pd,3.526542e-11
24.023438,fourth,filtered_pd,1.350522e-11
24.072266,fourth,filtered_pd,2.958109e-11
24.121094,fourth,filtered_pd,1.274321e-10
24.169922,fourth,filtered_pd,1.888714e-10
24.218750,fourth,filtered_pd,7.937229e-11
24.267578,fourth,filtered_pd,3.875270e-11
24.316406,fourth,filtered_pd,5.554065e-11
24.365234,fourth,filtered_pd,3.652987e-11
24.414063,fourth,filtered_pd,3.790344e-11
24.462891,fourth,filtered_pd,2.072257e-11
24.511719,fourth,filtered_pd,3.318349e-12
24.560547,fourth,filtered_pd,8.473893e-12
24.609375,fourth,filtered_pd,2.966408e-11
24.658203,fourth,filtered_pd,4.601199e-11
24.707031,fourth,filtered_pd,5.811657e-11
24.755859,fourth,filtered_pd,4.959128e-11
24.804688,fourth,filtered_pd,3.293939e-11
24.853516,fourth,filtered_pd,3.575835e-11
24.902344,fourth,filtered_pd,4.136257e-11
24.951172,fourth,filtered_pd,4.486668e-11
25.000000,fourth,filtered_pd,9.942032e-11
25.048828,fourth,filtered_pd,1.632882e-10
25.097656,fourth,filtered_pd,1.023968e-10
25.146484,fourth,filtered_pd,4.519742e-11
25.195313,fourth,filtered_pd,4.416859e-11
25.244141,fourth,filtered_pd,2.915090e-11
25.292969,fourth,filtered_pd,2.898122e-11
25.341797,fourth,filtered_pd,1.936945e-11
25.390625,fourth,filtered_pd,1.248058e-11
25.439453,fourth,filtered_pd,1.579968e-11
25.488281,fourth,filtered_pd,3.663149e-11
25.537109,fourth,filtered_pd,4.077510e-11
25.585938,fourth,filtered_pd,2.052278e-11
25.634766,fourth,filtered_pd,2.207066e-11
25.683594,fourth,filtered_pd,1.815025e-11
25.732422,fourth,filtered_pd,2.295426e-11
25.781250,fourth,filtered_pd,4.442865e-11
25.830078,fourth,filtered_pd,4.669063e-11
25.878906,fourth,filtered_pd,3.469330e-11
25.927734,fourth,filtered_pd,2.281539e-11
25.976563,fourth,filtered_pd,9.778341e-12
26.025391,fourth,filtered_pd,2.975392e-12
26.074219,fourth,filtered_pd,7.437000e-12
26.123047,fourth,filtered_pd,2.103741e-11
26.171875,fourth,filtered_pd,3.412841e-11
26.220703,fourth,filtered_pd,3.422248e-11
26.269531,fourth,filtered_pd,3.926922e-11
26.318359,fourth,filtered_pd,6.598318e-11
26.367188,fourth,filtered_pd,6.925621e-11
26.416016,fourth,filtered_pd,3.968111e-11
26.464844,fourth,filtered_pd,4.886339e-11
26.513672,fourth,filtered_pd,5.894558e-11
26.562500,fourth,filtered_pd,3.782325e-11
26.611328,fourth,filtered_pd,2.064177e-11
26.660156,fourth,filtered_pd,6.114923e-12
26.708984,fourth,filtered_pd,9.490782e-12
26.757813,fourth,filtered_pd,4.376010e-11
26.806641,fourth,filtered_pd,9.094473e-11
26.855469,fourth,filtered_pd,6.936604e-11
26.904297,fourth,filtered_pd,1.698721e-11
26.953125,fourth,filtered_pd,1.091558e-11
27.001953,fourth,filtered_pd,1.780523e-11
27.050781,fourth,filtered_pd,2.726358e-11
27.099609,fourth,filtered_pd,1.784047e-11
27.148438,fourth,filtered_pd,1.395224e-12
27.197266,fourth,filtered_pd,1.557157e-11
27.246094,fourth,filtered_pd,2.598264e-11
27.294922,fourth,filtered_pd,1.621559e-11
27.343750,fourth,filtered_pd,4.979281e-11
27.392578,fourth,filtered_pd,6.823949e-11
27.441406,fourth,filtered_pd,3.994221e-11
27.490234,fourth,filtered_pd,3.683912e-11
27.539063,fourth,filtered_pd,3.155024e-11
27.587891,fourth,filtered_pd,2.078294e-11
27.636719,fourth,filtered_pd,3.569757e-11
27.685547,fourth,filtered_pd,1.102248e-10
27.734375,fourth,filtered_pd,1.238446e-10
27.783203,fourth,filtered_pd,6.875548e-11
27.832031,fourth,filtered_pd,6.640978e-11
27.880859,fourth,filtered_pd,4.457073e-11
27.929688,fourth,filtered_pd,5.127830e-11
27.978516,fourth,filtered_pd,5.633411e-11
28.027344,fourth,filtered_pd,1.464612e-11
28.076172,fourth,filtered_pd,2.083808e-11
28.125000,fourth,filtered_pd,5.761559e-11
28.173828,fourth,filtered_pd,6.503013e-11
28.222656,fourth,filtered_pd,3.199724e-11
28.271484,fourth,filtered_pd,3.253571e-11
28.320313,fourth,filtered_pd,3.342171e-11
28.369141,fourth,filtered_pd,1.286860e-11
28.417969,fourth,filtered_pd,3.875395e-11
28.466797,fourth,filtered_pd,6.288999e-11
28.515625,fourth,filtered_pd,2.811886e-11
28.564453,fourth,filtered_pd,1.081462e-11
28.613281,fourth,filtered_pd,2.529986e-11
28.662109,fourth,filtered_pd,1.868380e-11
28.710938,fourth,filtered_pd,2.266002e-11
28.759766,fourth,filtered_pd,2.412254e-11
28.808594,fourth,filtered_pd,8.019653e-11
28.857422,fourth,filtered_pd,1.398467e-10
28.906250,fourth,filtered_pd,9.470121e-11
28.955078,fourth,filtered_pd,3.484471e-11
29.003906,fourth,filtered_pd,1.536364e-11
29.052734,fourth,filtered_pd,3.348196e-11
29.101563,fourth,filtered_pd,2.926649e-11
29.150391,fourth,filtered_pd,5.235722e-11
29.199219,fourth,filtered_pd,9.132090e-11
29.248047,fourth,filtered_pd,5.284847e-11
29.296875,fourth,filtered_pd,3.625456e-11
29.345703,fourth,filtered_pd,3.935956e-11
29.394531,fourth,filtered_pd,1.814317e-11
29.443359,fourth,filtered_pd,4.165732e-12
29.492188,fourth,filtered_pd,1.022712e-11
29.541016,fourth,filtered_pd,2.584682e-11
29.589844,fourth,filtered_pd,2.970130e-11
29.638672,fourth,filtered_pd,1.738343e-11
29.687500,fourth,filtered_pd,3.870956e-12
29.736328,fourth,filtered_pd,1.653911e-11
29.785156,fourth,filtered_pd,3.663439e-11
29.833984,fourth,filtered_pd,3.175785e-11
29.882813,fourth,filtered_pd,1.518402e-11
29.931641,fourth,filtered_pd,2.837225e-11
29.980469,fourth,filtered_pd,4.173739e-11
30.029297,fourth,filtered_pd,2.850671e-11
30.078125,fourth,filtered_pd,1.705434e-11
30.126953,fourth,filtered_pd,1.776175e-11
30.175781,fourth,filtered_pd,3.202603e-11
30.224609,fourth,filtered_pd,3.419732e-11
30.273438,fourth,filtered_pd,3.660854e-11
30.322266,fourth,filtered_pd,4.879335e-11
30.371094,fourth,filtered_pd,3.995045e-11
30.419922,fourth,filtered_pd,2.204039e-11
30.468750,fourth,filtered_pd,2.139605e-11
30.517578,fourth,filtered_pd,2.093940e-11
30.566406,fourth,filtered_pd,1.622310e-11
30.615234,fourth,filtered_pd,3.361866e-11
30.664063,fourth,filtered_pd,5.034853e-11
30.712891,fourth,filtered_pd,4.864304e-11
30.761719,fourth,filtered_pd,4.340432e-11
30.810547,fourth,filtered_pd,3.120545e-11
30.859375,fourth,filtered_pd,1.177103e-11
30.908203,fourth,filtered_pd,4.299713e-12
30.957031,fourth,filtered_pd,4.489020e-12
31.005859,fourth,filtered_pd,5.205498e-12
31.054688,fourth,filtered_pd,7.004786e-12
31.103516,fourth,filtered_pd,8.274589e-12
31.152344,fourth,filtered_pd,8.856997e-12
31.201172,fourth,filtered_pd,6.370037e-12
31.250000,fourth,filtered_pd,1.274679e-11
31.298828,fourth,filtered_pd,1.252754e-11
31.347656,fourth,filtered_pd,2.455116e-11
31.396484,fourth,filtered_pd,2.884235e-11
31.445313,fourth,filtered_pd,4.193553e-11
31.494141,fourth,filtered_pd,1.113758e-10
31.542969,fourth,filtered_pd,1.107843e-10
31.591797,fourth,filtered_pd,4.390145e-11
31.640625,fourth,filtered_pd,9.234767e-12
31.689453,fourth,filtered_pd,1.494867e-11
31.738281,fourth,filtered_pd,2.111143e-11
31.787109,fourth,filtered_pd,1.724491e-11
31.835938,fourth,filtered_pd,4.587826e-11
31.884766,fourth,filtered_pd,5.642449e-11
31.933594,fourth,filtered_pd,5.891107e-11
31.982422,fourth,filtered_pd,6.167733e-11
32.031250,fourth,filtered_pd,2.591892e-11
32.080078,fourth,filtered_pd,9.699629e-13
32.128906,fourth,filtered_pd,6.443618e-12
32.177734,fourth,filtered_pd,1.218834e-11
32.226563,fourth,filtered_pd,3.864247e-11
32.275391,fourth,filtered_pd,6.060048e-11
32.324219,fourth,filtered_pd,2.456315e-11
32.373047,fourth,filtered_pd,1.872405e-11
32.421875,fourth,filtered_pd,4.724031e-11
32.470703,fourth,filtered_pd,4.927495e-11
32.519531,fourth,filtered_pd,2.223229e-11
32.568359,fourth,filtered_pd,2.407868e-11
32.617188,fourth,filtered_pd,6.491037e-11
32.666016,fourth,filtered_pd,4.097253e-11
32.714844,fourth,filtered_pd,1.433802e-11
32.763672,fourth,filtered_pd,1.470861e-11
32.812500,fourth,filtered_pd,5.096331e-11
32.861328,fourth,filtered_pd,1.040426e-10
32.910156,fourth,filtered_pd,7.321631e-11
32.958984,fourth,filtered_pd,4.309614e-11
33.007813,fourth,filtered_pd,3.589803e-11
33.056641,fourth,filtered_pd,1.711644e-11
33.105469,fourth,filtered_pd,3.768426e-12
33.154297,fourth,filtered_pd,1.114041e-11
33.203125,fourth,filtered_pd,2.118043e-11
33.251953,fourth,filtered_pd,1.649159e-11
33.300781,fourth,filtered_pd,5.679786e-11
33.349609,fourth,filtered_pd,1.051391e-10
33.398438,fourth,filtered_pd,7.813376e-11
33.447266,fourth,filtered_pd,1.988047e-11
33.496094,fourth,filtered_pd,6.165672e-12
33.544922,fourth,filtered_pd,1.018220e-11
33.593750,fourth,filtered_pd,1.846823e-11
33.642578,fourth,filtered_pd,1.960160e-11
33.691406,fourth,filtered_pd,1.457668e-11
33.740234,fourth,filtered_pd,3.530203e-11
33.789063,fourth,filtered_pd,2.955422e-11
33.837891,fourth,filtered_pd,1.039457e-11
33.886719,fourth,filtered_pd,7.036817e-12
33.935547,fourth,filtered_pd,2.353298e-11
33.984375,fourth,filtered_pd,3.653172e-11
34.033203,fourth,filtered_pd,2.204649e-11
34.082031,fourth,filtered_pd,3.021423e-11
34.130859,fourth,filtered_pd,3.825769e-11
34.179688,fourth,filtered_pd,3.824498e-11
34.228516,fourth,filtered_pd,4.132050e-11
34.277344,fourth,filtered_pd,3.506145e-11
34.326172,fourth,filtered_pd,2.695877e-11
34.375000,fourth,filtered_pd,1.330377e-11
34.423828,fourth,filtered_pd,5.892222e-12
34.472656,fourth,filtered_pd,7.795445e-12
34.521484,fourth,filtered_pd,1.370757e-11
34.570313,fourth,filtered_pd,2.579563e-11
34.619141,fourth,filtered_pd,3.893016e-11
34.667969,fourth,filtered_pd,3.984712e-11
34.716797,fourth,filtered_pd,2.683644e-11
34.765625,fourth,filtered_pd,1.185864e-11
34.814453,fourth,filtered_pd,7.711927e-12
34.863281,fourth,filtered_pd,1.760001e-11
34.912109,fourth,filtered_pd,2.848343e-11
34.960938,fourth,filtered_pd,2.356522e-11
35.009766,fourth,filtered_pd,1.583799e-11
35.058594,fourth,filtered_pd,1.688359e-11
35.107422,fourth,filtered_pd,1.139342e-11
35.156250,fourth,filtered_pd,8.996486e-12
35.205078,fourth,filtered_pd,9.504736e-12
35.253906,fourth,filtered_pd,1.632154e-11
35.302734,fourth,filtered_pd,1.948982e-11
35.351563,fourth,filtered_pd,1.003879e-11
35.400391,fourth,filtered_pd,1.040815e-11
35.449219,fourth,filtered_pd,3.453148e-11
35.498047,fourth,filtered_pd,7.738737e-11
35.546875,fourth,filtered_pd,6.767915e-11
35.595703,fourth,filtered_pd,2.035531e-11
35.644531,fourth,filtered_pd,1.337186e-11
35.693359,fourth,filtered_pd,2.045947e-11
35.742188,fourth,filtered_pd,1.077811e-11
35.791016,fourth,filtered_pd,3.839601e-12
35.839844,fourth,filtered_pd,6.877993e-12
35.888672,fourth,filtered_pd,1.497665e-11
35.937500,fourth,filtered_pd,3.794078e-11
35.986328,fourth,filtered_pd,5.927949e-11
36.035156,fourth,filtered_pd,6.300420e-11
36.083984,fourth,filtered_pd,3.467872e-11
36.132813,fourth,filtered_pd,7.622061e-12
36.181641,fourth,filtered_pd,5.752803e-12
36.230469,fourth,filtered_pd,1.948499e-11
36.279297,fourth,filtered_pd,3.848451e-11
36.328125,fourth,filtered_pd,2.497037e-11
36.376953,fourth,filtered_pd,5.288789e-11
36.425781,fourth,filtered_pd,7.748145e-11
36.474609,fourth,filtered_pd,3.147827e-11
36.523438,fourth,filtered_pd,6.194821e-12
36.572266,fourth,filtered_pd,1.762733e-11
36.621094,fourth,filtered_pd,4.453841e-11
36.669922,fourth,filtered_pd,3.625187e-11
36.718750,fourth,filtered_pd,2.026954e-11
36.767578,fourth,filtered_pd,1.779638e-11
36.816406,fourth,filtered_pd,7.224373e-12
36.865234,fourth,filtered_pd,2.348708e-11
36.914063,fourth,filtered_pd,3.654353e-11
36.962891,fourth,filtered_pd,4.388005e-11
37.011719,fourth,filtered_pd,5.135349e-11
37.060547,fourth,filtered_pd,3.313309e-11
37.109375,fourth,filtered_pd,1.809718e-11
37.158203,fourth,filtered_pd,3.386483e-11
37.207031,fourth,filtered_pd,2.916149e-11
37.255859,fourth,filtered_pd,2.360723e-11
37.304688,fourth,filtered_pd,5.657787e-11
37.353516,fourth,filtered_pd,7.405830e-11
37.402344,fourth,filtered_pd,5.650316e-11
37.451172,fourth,filtered_pd,2.403199e-11
37.500000,fourth,filtered_pd,3.119585e-11
37.548828,fourth,filtered_pd,3.245998e-11
37.597656,fourth,filtered_pd,1.618564e-11
37.646484,fourth,filtered_pd,2.160993e-11
37.695313,fourth,filtered_pd,1.526709e-11
37.744141,fourth,filtered_pd,2.948633e-11
37.792969,fourth,filtered_pd,2.940772e-11
37.841797,fourth,filtered_pd,1.595751e-11
37.890625,fourth,filtered_pd,1.988476e-11
37.939453,fourth,filtered_pd,8.576532e-12
37.988281,fourth,filtered_pd,6.511213e-12
38.037109,fourth,filtered_pd,2.795938e-11
38.085938,fourth,filtered_pd,5.652682e-11
38.134766,fourth,filtered_pd,4.719741e-11
38.183594,fourth,filtered_pd,1.776402e-11
38.232422,fourth,filtered_pd,1.260073e-11
38.281250,fourth,filtered_pd,8.334679e-12
38.330078,fourth,filtered_pd,3.284368e-12
38.378906,fourth,filtered_pd,1.885536e-11
38.427734,fourth,filtered_pd,3.155296e-11
38.476563,fourth,filtered_pd,3.338452e-11
38.525391,fourth,filtered_pd,4.484547e-11
38.574219,fourth,filtered_pd,3.898119e-11
38.623047,fourth,filtered_pd,1.995998e-11
38.671875,fourth,filtered_pd,1.096540e-11
38.720703,fourth,filtered_pd,1.494675e-11
38.769531,fourth,filtered_pd,2.047723e-11
38.818359,fourth,filtered_pd,1.648841e-11
38.867188,fourth,filtered_pd,1.538449e-11
38.916016,fourth,filtered_pd,1.378948e-11
38.964844,fourth,filtered_pd,2.324572e-11
39.013672,fourth,filtered_pd,4.058785e-11
39.062500,fourth,filtered_pd,4.140709e-11
39.111328,fourth,filtered_pd,2.482769e-11
39.160156,fourth,filtered_pd,7.940370e-12
39.208984,fourth,filtered_pd,3.426310e-12
39.257813,fourth,filtered_pd,7.373874e-12
39.306641,fourth,filtered_pd,1.262757e-11
39.355469,fourth,filtered_pd,1.204923e-11
39.404297,fourth,filtered_pd,9.197253e-12
39.453125,fourth,filtered_pd,8.457149e-12
39.501953,fourth,filtered_pd,7.949925e-12
39.550781,fourth,filtered_pd,5.168739e-12
39.599609,fourth,filtered_pd,8.301124e-12
39.648438,fourth,filtered_pd,2.074227e-11
39.697266,fourth,filtered_pd,2.721428e-11
39.746094,fourth,filtered_pd,1.546378e-11
39.794922,fourth,filtered_pd,1.590904e-11
39.843750,fourth,filtered_pd,3.505005e-11
39.892578,fourth,filtered_pd,4.149619e-11
39.941406,fourth,filtered_pd,4.747554e-11
